date_mutation,valeur_fonciere,code_postal,nom_commune,id_parcelle,type_local,surface_reelle_bati,surface_terrain,nombre_pieces_principales,agent,prixcible,prixvente_initial,evaluation_agent
2015-07-18,115000.0,31100,Toulouse,31555843AN0004,Appartement,48.0,48.0,2.0,5,115000,121000,Ancien
2015-07-24,162459.0,31500,Toulouse,31555834AK0087,Appartement,72.0,72.0,4.0,5,160000,168000,Ancien
2015-07-27,217640.0,31300,Toulouse,31555828AC0713,Appartement,70.0,70.0,3.0,5,222000,233000,Ancien
2015-08-24,100000.0,31500,Toulouse,31555806AD0660,Appartement,37.0,37.0,1.0,5,105000,110000,Ancien
2015-08-25,91000.0,31200,Toulouse,31555830AI0620,Appartement,61.0,61.0,3.0,5,94000,99000,Ancien
2015-08-28,70000.0,31200,Toulouse,31555830AR0394,Appartement,33.0,33.0,2.0,5,72000,76000,Ancien
2015-09-01,209000.0,31000,Toulouse,31555815AC0070,Appartement,55.0,55.0,3.0,5,209000,219000,Renove
2015-09-22,69000.0,31400,Toulouse,31555812AE0310,Appartement,25.0,25.0,1.0,5,71000,75000,Ancien
2015-09-29,128500.0,31500,Toulouse,31555806AD0412,Appartement,42.0,42.0,2.0,5,129000,135000,Renove
2015-10-02,239300.0,31000,Toulouse,31555827AC0108,Appartement,74.0,74.0,3.0,5,239000,251000,Renove
2015-10-12,256000.0,31300,Toulouse,31555846AL0235,Appartement,70.0,70.0,3.0,5,253000,266000,Renove
2015-10-20,152140.73,31200,Toulouse,31555830AE0474,Appartement,62.0,62.0,3.0,5,153000,161000,Ancien
2015-10-24,125000.0,31000,Toulouse,31555827AC0108,Appartement,81.0,81.0,4.0,5,122000,128000,Renove
2015-11-16,131380.0,31000,Toulouse,31555818AB0059,Appartement,48.0,48.0,2.0,5,134000,141000,Ancien
2015-11-30,128000.0,31000,Toulouse,31555821AB0544,Appartement,49.0,49.0,2.0,5,130000,136000,Ancien
2015-12-03,142000.0,31000,Toulouse,31555826AB0235,Appartement,45.0,45.0,2.0,5,144000,151000,Renove
2015-12-08,85000.0,31200,Toulouse,31555830AY0316,Appartement,64.0,64.0,3.0,5,87000,91000,Ancien
2016-01-04,115000.0,31200,Toulouse,31555831AW0627,Appartement,61.0,61.0,3.0,5,116000,122000,Ancien
2016-01-13,249980.0,31300,Toulouse,31555828AK0352,Appartement,65.0,65.0,2.0,5,263000,276000,Renove
2016-01-14,175000.0,31400,Toulouse,31555810AE0106,Appartement,58.0,58.0,3.0,5,170000,178000,Renove
2016-02-05,244000.0,31000,Toulouse,31555822AB0370,Appartement,75.0,75.0,4.0,5,254000,267000,Renove
2016-03-10,65000.0,31400,Toulouse,31555811AI0321,Appartement,20.0,20.0,1.0,5,64000,67000,Renove
2016-03-17,80500.0,31400,Toulouse,31555812AK0072,Appartement,27.0,27.0,1.0,5,79000,83000,Renove
2016-03-24,165000.0,31200,Toulouse,31555831AO0073,Appartement,82.0,82.0,4.0,5,165000,173000,Renove
2016-03-24,71000.0,31300,Toulouse,31555828AC0808,Appartement,21.0,21.0,2.0,5,70000,74000,Renove
2016-03-25,39300.0,31400,Toulouse,31555813AB0584,Appartement,16.0,16.0,1.0,5,41000,43000,Ancien
2016-03-30,161620.0,31300,Toulouse,31555828AK0302,Appartement,73.0,73.0,4.0,5,160000,168000,Ancien
2016-04-20,133000.0,31500,Toulouse,31555834AB0150,Appartement,62.0,62.0,3.0,5,132000,139000,Renove
2016-05-04,126500.0,31200,Toulouse,31555830AB0576,Appartement,62.0,62.0,3.0,5,130000,136000,Ancien
2016-06-02,69000.0,31400,Toulouse,31555811AH0162,Appartement,19.0,19.0,1.0,5,69000,72000,Renove
2016-06-15,158100.0,31200,Toulouse,31555833AR0417,Appartement,61.0,61.0,3.0,5,157000,165000,Ancien
2016-06-28,413790.0,31500,Toulouse,31555807AB0064,Appartement,117.0,117.0,5.0,5,412000,433000,Renove
2016-07-26,140000.0,31000,Toulouse,31555822AB0502,Appartement,53.0,53.0,2.0,5,135000,142000,Renove
2016-07-27,130000.0,31000,Toulouse,31555818AB0687,Appartement,28.0,28.0,1.0,5,126000,132000,Renove
2016-08-29,92000.0,31500,Toulouse,31555806AE0226,Appartement,51.0,51.0,2.0,5,91000,96000,Ancien
2016-09-03,143645.0,31300,Toulouse,31555828AL0240,Appartement,49.0,49.0,2.0,5,139000,146000,Renove
2016-09-22,193000.0,31200,Toulouse,31555829AK0076,Appartement,57.0,57.0,3.0,5,186000,195000,Renove
2016-09-22,110000.0,31200,Toulouse,31555830AY0316,Appartement,65.0,65.0,3.0,5,112000,118000,Ancien
2016-10-08,107000.0,31200,Toulouse,31555829AN0368,Appartement,43.0,43.0,2.0,5,103000,108000,Ancien
2016-10-18,62500.0,31400,Toulouse,31555811AI0265,Appartement,21.0,21.0,1.0,5,63000,66000,Renove
2016-11-10,181320.0,31200,Toulouse,31555831AI0510,Appartement,84.0,84.0,4.0,5,189000,198000,Renove
2016-11-14,392250.0,31500,Toulouse,31555808AB0414,Appartement,102.0,102.0,4.0,5,390000,410000,Renove
2016-11-17,70000.0,31200,Toulouse,31555801AB0399,Appartement,46.0,46.0,3.0,5,76000,80000,Ancien
2016-11-25,77880.0,31200,Toulouse,31555801AB0397,Appartement,59.0,59.0,3.0,5,81000,85000,Renove
2016-12-02,116000.0,31100,Toulouse,31555843BA0184,Appartement,47.0,47.0,2.0,5,119000,125000,Renove
2016-12-07,146800.0,31200,Toulouse,31555831AR0242,Appartement,70.0,70.0,3.0,5,147000,154000,Ancien
2016-12-07,128500.0,31300,Toulouse,31555846AK0475,Appartement,47.0,47.0,2.0,5,137000,144000,Ancien
2016-12-12,88000.0,31500,Toulouse,31555835AE0137,Appartement,45.0,45.0,3.0,5,90000,94000,Renove
2016-12-20,158000.0,31500,Toulouse,31555807AB0003,Appartement,64.0,64.0,2.0,5,166000,174000,Renove
2017-01-18,121500.0,31000,Toulouse,31555825AB0043,Appartement,30.0,30.0,2.0,5,119000,125000,Renove
2017-02-16,335000.0,31500,Toulouse,31555805AE0096,Appartement,85.0,85.0,3.0,5,330000,346000,Renove
2017-02-18,138000.0,31200,Toulouse,31555831AL0118,Appartement,57.0,57.0,2.0,5,143000,150000,Ancien
2017-03-23,75000.0,31200,Toulouse,31555803AD0489,Appartement,23.0,23.0,1.0,5,75000,79000,Renove
2017-04-10,89000.0,31300,Toulouse,31555828AB0372,Appartement,24.0,24.0,1.0,5,92000,97000,Renove
2017-04-11,100000.0,31200,Toulouse,31555833AN0077,Appartement,67.0,67.0,3.0,5,102000,107000,Renove
2017-05-05,119250.0,31300,Toulouse,31555828AC0808,Appartement,37.0,37.0,2.0,5,119000,125000,Ancien
2017-05-12,165330.0,31300,Toulouse,31555828AL0052,Appartement,59.0,59.0,3.0,5,171000,180000,Renove
2017-05-18,36990.0,31100,Toulouse,31555842BH0102,Appartement,16.0,16.0,1.0,5,37000,39000,Ancien
2017-05-19,134000.0,31300,Toulouse,31555844AD0194,Appartement,43.0,43.0,2.0,5,131000,138000,Ancien
2017-06-12,63310.0,31200,Toulouse,31555801AD0397,Appartement,18.0,18.0,1.0,5,64000,67000,Renove
2017-06-21,101000.0,31500,Toulouse,31555807AB0039,Appartement,30.0,30.0,2.0,5,103000,108000,Renove
2017-06-26,148000.0,31100,Toulouse,31555842AE0467,Appartement,59.0,59.0,3.0,5,155000,163000,Renove
2017-06-29,130000.0,31200,Toulouse,31555831AT0256,Appartement,63.0,63.0,3.0,5,135000,142000,Ancien
2017-07-05,95800.0,31400,Toulouse,31555838AB0027,Appartement,52.0,52.0,3.0,5,96000,101000,Ancien
2017-07-07,740000.0,31000,Toulouse,31555815AC0002,Appartement,170.0,170.0,6.0,5,740000,777000,Ancien
2017-07-27,110000.0,31300,Toulouse,31555844AD0194,Appartement,36.0,36.0,2.0,5,114000,120000,Renove
2017-08-04,162200.0,31300,Toulouse,31555844AC0117,Appartement,61.0,61.0,3.0,5,163000,171000,Ancien
2017-08-11,125000.0,31400,Toulouse,31555839AB0470,Appartement,49.0,49.0,3.0,5,124000,130000,Ancien
2017-08-23,35000.0,31200,Toulouse,31555802AB0249,Appartement,16.0,16.0,1.0,5,35000,37000,Renove
2017-09-08,110900.0,31200,Toulouse,31555829AP0082,Appartement,33.0,33.0,2.0,5,110000,116000,Ancien
2017-09-15,235000.0,31000,Toulouse,31555818AB0374,Appartement,51.0,51.0,2.0,5,240000,252000,Ancien
2017-09-21,94650.0,31300,Toulouse,31555845AP0009,Appartement,42.0,42.0,2.0,5,97000,102000,Renove
2017-10-05,96004.58,31500,Toulouse,31555834AK0087,Appartement,38.0,38.0,2.0,5,95000,100000,Renove
2017-10-12,85000.0,31000,Toulouse,31555824AB0311,Appartement,30.0,30.0,1.0,5,83000,87000,Ancien
2017-10-24,123000.0,31200,Toulouse,31555831AY1041,Appartement,46.0,46.0,2.0,5,122000,128000,Ancien
2017-11-03,90500.0,31000,Toulouse,31555821AB0390,Appartement,21.0,21.0,1.0,5,92000,97000,Renove
2017-11-08,88000.0,31000,Toulouse,31555818AB0556,Appartement,18.0,18.0,1.0,5,90000,94000,Renove
2017-11-13,106500.0,31200,Toulouse,31555831AZ0397,Appartement,57.0,57.0,3.0,5,111000,117000,Ancien
2017-12-01,140000.0,31200,Toulouse,31555802AC0316,Appartement,43.0,43.0,2.0,5,141000,148000,Ancien
2017-12-04,181400.0,31400,Toulouse,31555837AD0376,Appartement,58.0,58.0,3.0,5,179000,188000,Renove
2017-12-27,79500.0,31400,Toulouse,31555839AK0127,Appartement,27.0,27.0,1.0,5,80000,84000,Ancien
2018-01-09,229400.0,31400,Toulouse,31555813AB0276,Appartement,68.0,68.0,3.0,5,222000,233000,Renove
2018-01-24,155000.0,31400,Toulouse,31555837AB0034,Appartement,38.0,38.0,2.0,5,152000,160000,Renove
2018-01-31,120000.0,31000,Toulouse,31555820AB0016,Appartement,40.0,40.0,1.0,5,120000,126000,Renove
2018-02-19,25000.0,31100,Toulouse,31555842BM0049,Appartement,15.0,15.0,1.0,5,25000,26000,Renove
2018-03-13,81400.0,31200,Toulouse,31555803AD0428,Appartement,18.0,18.0,1.0,5,79000,83000,Renove
2018-03-15,55000.0,31500,Toulouse,31555833AI0186,Appartement,25.0,25.0,1.0,5,54000,57000,Renove
2018-03-21,109000.0,31300,Toulouse,31555828AE0261,Appartement,45.0,45.0,3.0,5,106000,111000,Ancien
2018-03-29,126000.0,31000,Toulouse,31555824AB0383,Appartement,45.0,45.0,2.0,5,129000,135000,Ancien
2018-04-11,68000.0,31400,Toulouse,31555811AE0266,Appartement,19.0,19.0,1.0,5,69000,72000,Renove
2018-04-17,125000.0,31200,Toulouse,31555829AV0356,Appartement,37.0,37.0,2.0,5,129000,135000,Renove
2018-04-19,23000.0,31100,Toulouse,31555842BM0049,Appartement,17.0,17.0,1.0,5,24000,25000,Ancien
2018-04-27,193000.0,31000,Toulouse,31555825AB0142,Appartement,50.0,50.0,2.0,5,196000,206000,Renove
2018-05-03,185000.0,31500,Toulouse,31555833AK0278,Appartement,69.0,69.0,3.0,5,188000,197000,Ancien
2018-05-30,120000.0,31000,Toulouse,31555824AB0097,Appartement,33.0,33.0,2.0,5,125000,131000,Ancien
2018-05-31,127000.0,31200,Toulouse,31555833AN0077,Appartement,66.0,66.0,3.0,5,126000,132000,Ancien
2018-06-04,47000.0,31500,Toulouse,31555806AE0148,Appartement,15.0,15.0,1.0,5,48000,50000,Renove
2018-06-06,107533.0,31100,Toulouse,31555841AB0293,Appartement,41.0,41.0,2.0,5,111000,117000,Ancien
2018-06-15,152000.0,31000,Toulouse,31555817AB0088,Appartement,50.0,50.0,2.0,5,155000,163000,Renove
2018-07-06,159000.0,31300,Toulouse,31555828AB0420,Appartement,49.0,49.0,2.0,5,167000,175000,Renove
2018-07-16,50600.0,31400,Toulouse,31555837AH0005,Appartement,20.0,20.0,1.0,5,52000,55000,Ancien
2018-07-19,73000.0,31100,Toulouse,31555842BL0272,Appartement,39.0,39.0,2.0,5,75000,79000,Ancien
2018-08-10,113000.0,31200,Toulouse,31555830AM0169,Appartement,57.0,57.0,2.0,5,112000,118000,Ancien
2018-08-21,122000.0,31300,Toulouse,31555846AD0087,Appartement,71.0,71.0,3.0,5,124000,130000,Ancien
2018-08-28,113462.0,31500,Toulouse,31555835AB0195,Appartement,40.0,40.0,2.0,5,112000,118000,Ancien
2018-08-30,137800.0,31200,Toulouse,31555831AR0242,Appartement,60.0,60.0,3.0,5,134000,141000,Ancien
2018-09-11,90000.0,31400,Toulouse,31555813AD0390,Appartement,43.0,43.0,2.0,5,88000,92000,Ancien
2018-09-28,230810.0,31000,Toulouse,31555815AC0130,Appartement,65.0,65.0,2.0,5,235000,247000,Ancien
2018-10-05,125060.0,31300,Toulouse,31555828AB0492,Appartement,30.0,30.0,2.0,5,126000,132000,Renove
2018-10-31,112500.0,31000,Toulouse,31555818AB0389,Appartement,62.0,62.0,2.0,5,117000,123000,Ancien
2018-11-21,93387.0,31300,Toulouse,31555842AD0175,Appartement,30.0,30.0,1.0,5,96000,101000,Renove
2018-11-27,95000.0,31300,Toulouse,31555828AD0457,Appartement,29.0,29.0,2.0,5,93000,98000,Renove
2018-12-12,166300.0,31400,Toulouse,31555810AB0047,Appartement,47.0,47.0,3.0,5,175000,184000,Renove
2018-12-13,230600.0,31200,Toulouse,31555830AH0001,Appartement,86.0,86.0,4.0,5,223000,234000,Ancien
2018-12-14,130000.0,31000,Toulouse,31555823AC0034,Appartement,36.0,36.0,2.0,5,135000,142000,Renove
2018-12-19,120000.0,31200,Toulouse,31555830AR0394,Appartement,50.0,50.0,2.0,5,125000,131000,Ancien
2018-12-28,78000.0,31000,Toulouse,31555822AB0467,Appartement,27.0,27.0,1.0,5,81000,85000,Ancien
2019-01-17,109000.0,31000,Toulouse,31555826AD0571,Appartement,34.0,34.0,2.0,5,109000,114000,Renove
2019-01-24,125000.0,31500,Toulouse,31555807AB0763,Appartement,41.0,41.0,1.0,5,128000,134000,Renove
2019-01-28,126118.0,31200,Toulouse,31555830AS0036,Appartement,45.0,45.0,2.0,5,132000,139000,Ancien
2019-01-30,107650.0,31300,Toulouse,31555828AH0627,Appartement,23.0,23.0,1.0,5,110000,116000,Renove
2019-02-04,73000.0,31300,Toulouse,31555828AK0348,Appartement,24.0,24.0,1.0,5,74000,78000,Ancien
2019-02-05,103112.0,31200,Toulouse,31555803AE0624,Appartement,29.0,29.0,2.0,5,105000,110000,Ancien
2019-02-14,104160.0,31200,Toulouse,31555830AS0342,Appartement,65.0,65.0,3.0,5,105000,110000,Ancien
2019-03-02,119000.0,31200,Toulouse,31555831AE0386,Appartement,37.0,37.0,2.0,5,116000,122000,Renove
2019-03-27,215500.0,31500,Toulouse,31555836AX0627,Appartement,68.0,68.0,3.0,5,220000,231000,Ancien
2019-04-02,45000.0,31000,Toulouse,31555826AD0009,Appartement,24.0,24.0,1.0,5,45000,47000,Renove
2019-04-10,335420.0,31400,Toulouse,31555809AC0030,Appartement,121.0,121.0,4.0,5,329000,345000,Ancien
2019-04-24,135000.0,31300,Toulouse,31555844AC0147,Appartement,44.0,44.0,2.0,5,134000,141000,Ancien
2019-06-12,121250.0,31200,Toulouse,31555831AY1041,Appartement,42.0,42.0,2.0,5,127000,133000,Renove
2019-06-24,95000.0,31200,Toulouse,31555804AE0073,Appartement,58.0,58.0,3.0,5,100000,105000,Ancien
2020-02-04,130500.0,31000,Toulouse,31555821AB0359,Appartement,30.0,30.0,2.0,5,135000,142000,Renove
2020-05-12,125000.0,31500,Toulouse,31555804AC0340,Appartement,50.0,50.0,2.0,5,126000,132000,Ancien
2020-06-25,287000.0,31300,Toulouse,31555828AL0228,Appartement,77.0,77.0,4.0,5,288000,302000,Ancien
2014-01-24,115000.0,31500,Toulouse,31555835AC0051,Appartement,51.0,51.0,2.0,0,110000,116000,Ancien
2014-01-31,78000.0,31000,Toulouse,31555821AB0546,Appartement,23.0,23.0,1.0,0,75000,79000,Renove
2014-02-03,47520.0,31300,Toulouse,31555828AH0594,Appartement,19.0,19.0,1.0,0,47000,49000,Ancien
2014-02-24,90000.0,31000,Toulouse,31555817AB0190,Appartement,70.0,70.0,3.0,0,90000,94000,Renove
2014-02-27,101640.0,31200,Toulouse,31555830AI0620,Appartement,61.0,61.0,3.0,0,97000,102000,Ancien
2014-02-28,242500.0,31000,Toulouse,31555816AB0031,Appartement,55.0,55.0,3.0,0,253000,266000,Ancien
2014-03-18,107000.0,31200,Toulouse,31555803AB0513,Appartement,65.0,65.0,4.0,0,109000,114000,Ancien
2014-04-15,161000.0,31200,Toulouse,31555803AB0513,Appartement,78.0,78.0,5.0,0,155000,163000,Ancien
2014-04-23,56000.0,31000,Toulouse,31555818AB0104,Appartement,19.0,19.0,1.0,0,57000,60000,Renove
2014-04-24,78000.0,31000,Toulouse,31555818AB0147,Appartement,26.0,26.0,2.0,0,79000,83000,Renove
2014-05-20,192000.0,31500,Toulouse,31555807AB0078,Appartement,50.0,50.0,3.0,0,218000,229000,Renove
2014-05-27,130000.0,31100,Toulouse,31555840AS0005,Appartement,72.0,72.0,3.0,0,141000,148000,Renove
2014-05-28,45000.0,31300,Toulouse,31555843BE0001,Appartement,33.0,33.0,2.0,0,43000,45000,Ancien
2014-06-11,67000.0,31100,Toulouse,31555842BL0235,Appartement,32.0,32.0,2.0,0,65000,68000,Ancien
2014-06-16,150000.0,31000,Toulouse,31555826AD0175,Appartement,46.0,46.0,2.0,0,168000,176000,Ancien
2014-06-26,220000.0,31000,Toulouse,31555817AB0079,Appartement,56.0,56.0,2.0,0,210000,220000,Renove
2014-07-05,153286.7,31400,Toulouse,31555814AB0214,Appartement,40.0,40.0,2.0,0,146000,153286,Ancien
2014-07-09,76000.0,31000,Toulouse,31555821AC0115,Appartement,22.0,22.0,1.0,0,77000,81000,Renove
2014-07-18,68000.0,31200,Toulouse,31555830AR0379,Appartement,32.0,32.0,2.0,0,68000,71000,Ancien
2014-07-30,490700.0,31000,Toulouse,31555816AB0088,Appartement,130.0,130.0,5.0,0,536000,563000,Renove
2014-07-31,60520.0,31300,Toulouse,31555846AL0388,Appartement,15.0,15.0,2.0,0,61000,64000,Renove
2014-08-26,90655.0,31200,Toulouse,31555830AI0563,Appartement,42.0,42.0,2.0,0,91000,96000,Ancien
2014-08-28,42500.0,31100,Toulouse,31555842BH0101,Appartement,16.0,16.0,1.0,0,41000,43000,Ancien
2014-09-05,225400.0,31000,Toulouse,31555826AH0258,Appartement,76.0,76.0,3.0,0,215000,226000,Ancien
2014-09-30,184500.0,31000,Toulouse,31555818AB0164,Appartement,50.0,50.0,2.0,0,190000,200000,Ancien
2014-10-23,83000.0,31500,Toulouse,31555806AD0481,Appartement,17.0,17.0,1.0,0,80000,84000,Renove
2014-11-18,82000.0,31300,Toulouse,31555844AD0194,Appartement,29.0,29.0,1.0,0,89000,93000,Ancien
2014-12-02,79000.0,31000,Toulouse,31555827AD0251,Appartement,31.0,31.0,1.0,0,83000,87000,Ancien
2014-12-19,59000.0,31100,Toulouse,31555842AK0429,Appartement,29.0,29.0,2.0,0,58000,61000,Renove
2015-01-06,99000.0,31200,Toulouse,31555829AL0498,Appartement,49.0,49.0,3.0,0,94000,99000,Ancien
2015-01-07,105000.0,31300,Toulouse,31555846AD0293,Appartement,42.0,42.0,2.0,0,115000,121000,Ancien
2015-01-19,63000.0,31000,Toulouse,31555815AB0413,Appartement,17.0,17.0,1.0,0,60000,63000,Ancien
2015-01-27,490000.0,31000,Toulouse,31555826AB0235,Appartement,129.0,129.0,5.0,0,536000,563000,Renove
2015-01-30,219780.0,31200,Toulouse,31555831AS0083,Appartement,63.0,63.0,3.0,0,224000,235000,Renove
2015-02-13,106740.0,31000,Toulouse,31555826AB0092,Appartement,28.0,28.0,1.0,0,102000,107000,Ancien
2015-02-19,77680.0,31100,Toulouse,31555844AE0467,Appartement,34.0,34.0,1.0,0,74000,78000,Ancien
2015-03-02,118000.0,31300,Toulouse,31555844AO0101,Appartement,49.0,49.0,2.0,0,114000,120000,Renove
2015-04-03,63000.0,31300,Toulouse,31555846AC0254,Appartement,18.0,18.0,1.0,0,67000,70000,Renove
2015-04-08,198000.0,31100,Toulouse,31555840AS0007,Appartement,60.0,526.0,3.0,0,202000,212000,Renove
2015-04-09,57100.0,31000,Toulouse,31555826AE0085,Appartement,14.0,14.0,1.0,0,56000,59000,Ancien
2015-06-05,67000.0,31100,Toulouse,31555843AN0004,Appartement,30.0,30.0,2.0,0,66000,69000,Ancien
2015-06-18,97000.0,31400,Toulouse,31555809AC0148,Appartement,36.0,36.0,2.0,0,98000,103000,Ancien
2015-06-18,142000.0,31500,Toulouse,31555804AD0247,Appartement,51.0,51.0,2.0,0,135000,142000,Ancien
2015-07-02,295000.0,31300,Toulouse,31555828AB0419,Appartement,100.0,100.0,5.0,0,314000,330000,Renove
2015-07-08,65000.0,31400,Toulouse,31555813AD0029,Appartement,23.0,23.0,1.0,0,64000,67000,Renove
2015-07-09,116000.0,31000,Toulouse,31555820AB0017,Appartement,26.0,26.0,1.0,0,111000,117000,Renove
2015-07-10,69360.0,31100,Toulouse,31555842AK0429,Appartement,30.0,30.0,1.0,0,66000,69360,Ancien
2015-07-13,197000.0,31500,Toulouse,31555808AB0439,Appartement,67.0,67.0,3.0,0,188000,197000,Renove
2015-07-17,74000.0,31000,Toulouse,31555822AB0467,Appartement,24.0,24.0,1.0,0,79000,83000,Renove
2015-07-29,432000.0,31200,Toulouse,31555833AH0214,Appartement,135.0,824.0,3.0,0,420000,441000,Ancien
2015-08-13,84000.0,31200,Toulouse,31555831AD0252,Appartement,40.0,40.0,2.0,0,87000,91000,Renove
2015-08-19,135000.0,31500,Toulouse,31555835AC0110,Appartement,50.0,50.0,3.0,0,145000,152000,Ancien
2015-10-02,100000.0,31000,Toulouse,31555823AC0669,Appartement,33.0,33.0,2.0,0,100000,105000,Ancien
2015-10-07,400000.0,31000,Toulouse,31555823AC0167,Appartement,110.0,308.0,4.0,0,465000,488000,Renove
2015-10-12,82500.0,31000,Toulouse,31555823AB0046,Appartement,24.0,24.0,1.0,0,85000,89000,Renove
2015-10-12,117000.0,31200,Toulouse,31555833AP0322,Appartement,42.0,42.0,2.0,0,122000,128000,Ancien
2015-11-06,140500.0,31300,Toulouse,31555844AO0099,Appartement,59.0,59.0,3.0,0,144000,151000,Ancien
2015-11-09,120000.0,31000,Toulouse,31555815AC0311,Appartement,36.0,36.0,2.0,0,127000,133000,Renove
2015-11-25,75000.0,31200,Toulouse,31555830AK0267,Appartement,35.0,35.0,2.0,0,75000,79000,Renove
2015-11-25,50000.0,31400,Toulouse,31555812AC0470,Appartement,19.0,19.0,1.0,0,51000,54000,Ancien
2015-12-08,96000.0,31300,Toulouse,31555828AC0715,Appartement,33.0,33.0,1.0,0,99000,104000,Ancien
2015-12-08,119287.0,31500,Toulouse,31555834AW0030,Appartement,80.0,80.0,4.0,0,121000,127000,Ancien
2015-12-16,151000.0,31300,Toulouse,31555844AN0051,Appartement,52.0,52.0,3.0,0,156000,164000,Ancien
2015-12-30,145000.0,31100,Toulouse,31555843AR0012,Appartement,43.0,43.0,2.0,0,145000,152000,Ancien
2015-12-31,156450.0,31200,Toulouse,31555830AI0093,Appartement,44.0,44.0,2.0,0,171000,180000,Renove
2016-01-28,106000.0,31000,Toulouse,31555821AB0539,Appartement,23.0,23.0,1.0,0,101000,106000,Renove
2016-02-11,121080.0,31500,Toulouse,31555804AD0392,Appartement,41.0,41.0,2.0,0,136000,143000,Renove
2016-02-26,70000.0,31400,Toulouse,31555811AC0283,Appartement,26.0,26.0,1.0,0,69000,72000,Renove
2016-03-09,123000.0,31400,Toulouse,31555814AD0276,Appartement,57.0,57.0,2.0,0,117000,123000,Ancien
2016-03-12,68000.0,31400,Toulouse,31555839BM0109,Appartement,32.0,32.0,1.0,0,65000,68000,Renove
2016-03-23,75000.0,31400,Toulouse,31555812AK0116,Appartement,18.0,18.0,1.0,0,79000,83000,Renove
2016-03-25,39000.0,31500,Toulouse,31555806AC0483,Appartement,23.0,23.0,1.0,0,37000,39000,Renove
2016-03-29,64000.0,31200,Toulouse,31555830AM0241,Appartement,35.0,35.0,2.0,0,62000,65000,Ancien
2016-04-01,137000.0,31000,Toulouse,31555826AC0088,Appartement,48.0,48.0,2.0,0,151000,159000,Ancien
2016-04-15,124300.0,31500,Toulouse,31555808AB0397,Appartement,49.0,49.0,2.0,0,118000,124300,Renove
2016-04-26,95000.0,31200,Toulouse,31555830AH0774,Appartement,55.0,55.0,3.0,0,107000,112000,Renove
2016-04-27,154000.0,31300,Toulouse,31555844AO0101,Appartement,61.0,61.0,3.0,0,155000,163000,Ancien
2016-05-27,157940.4,31300,Toulouse,31555846AK0591,Appartement,68.0,68.0,3.0,0,173000,182000,Ancien
2016-06-08,192000.0,31200,Toulouse,31555802AC0480,Appartement,69.0,69.0,3.0,0,192000,202000,Ancien
2016-06-09,325200.0,31400,Toulouse,31555814AC0409,Appartement,90.0,90.0,2.0,0,310000,326000,Ancien
2016-07-04,121000.0,31200,Toulouse,31555830AP0184,Appartement,53.0,53.0,3.0,0,115000,121000,Ancien
2016-07-06,72500.0,31000,Toulouse,31555821AB0538,Appartement,16.0,16.0,1.0,0,79000,83000,Renove
2016-07-08,81000.0,31000,Toulouse,31555826AC0241,Appartement,20.0,20.0,1.0,0,79000,83000,Renove
2016-07-26,63300.0,31200,Toulouse,31555803AD0489,Appartement,18.0,18.0,1.0,0,65000,68000,Renove
2016-07-27,210800.0,31200,Toulouse,31555802AC0481,Appartement,85.0,85.0,4.0,0,235000,247000,Renove
2016-07-29,161000.0,31200,Toulouse,31555829AM0239,Appartement,69.0,69.0,3.0,0,184000,193000,Ancien
2016-07-29,264900.0,31200,Toulouse,31555831AT0014,Appartement,82.0,732.0,4.0,0,279000,293000,Renove
2016-08-18,75000.0,31300,Toulouse,31555828AE0098,Appartement,20.0,20.0,1.0,0,78000,82000,Renove
2016-08-30,118000.0,31400,Toulouse,31555813AB0142,Appartement,30.0,30.0,1.0,0,112000,118000,Renove
2016-09-14,90000.0,31500,Toulouse,31555807AC0040,Appartement,68.0,68.0,4.0,0,89000,93000,Renove
2016-09-27,210000.0,31200,Toulouse,31555830AI0678,Appartement,84.0,84.0,4.0,0,214000,225000,Ancien
2016-09-29,88000.0,31300,Toulouse,31555828AM0193,Appartement,22.0,22.0,1.0,0,90000,94000,Renove
2016-10-21,73000.0,31500,Toulouse,31555836BD0245,Appartement,22.0,22.0,1.0,0,70000,74000,Renove
2016-11-14,184450.0,31500,Toulouse,31555808AB0280,Appartement,66.0,66.0,4.0,0,200000,210000,Ancien
2016-11-18,159500.0,31200,Toulouse,31555802AB0393,Appartement,66.0,66.0,3.0,0,160000,168000,Ancien
2016-11-23,154000.0,31500,Toulouse,31555807AB0779,Appartement,50.0,50.0,2.0,0,167000,175000,Renove
2016-11-30,229000.0,31300,Toulouse,31555844AD0026,Appartement,82.0,82.0,4.0,0,220000,231000,Renove
2016-12-01,164700.0,31000,Toulouse,31555817AB0162,Appartement,63.0,63.0,3.0,0,172000,181000,Ancien
2016-12-02,242870.0,31500,Toulouse,31555805AB0323,Appartement,80.0,80.0,3.0,0,231000,243000,Renove
2017-01-13,122000.0,31200,Toulouse,31555802AC0278,Appartement,39.0,39.0,2.0,0,120000,126000,Renove
2017-01-19,106568.0,31300,Toulouse,31555844AN0112,Appartement,67.0,67.0,3.0,0,121000,127000,Ancien
2017-01-20,124270.0,31200,Toulouse,31555803AE0136,Appartement,37.0,37.0,2.0,0,125000,131000,Renove
2017-01-24,92535.0,31100,Toulouse,31555843AM0303,Appartement,47.0,47.0,3.0,0,101000,106000,Renove
